80,64,44,45,26,23,31,45,nan,7.340923500142428,25.895602853160234,12.697540376755569,4.3071690490168644,3.6891846557063341,15.594377487391782,4.3615807448755621,3.8009350101094888,15.617060759775104,5.6955475054199711,4.9389030587978651,13.844129779284074,5.1835599404270214,4.4750360488262872
78,63,49,50,25,26,31,46,nan,7.2898172883463301,25.927250827447679,12.832266808292388,4.1772249774219103,3.5801569675265754,15.649139993021851,4.2697975293495993,3.721855989352755,15.675852713308439,5.6190324047796869,4.8739888433931142,14.02596041921146,5.0705489375558344,4.3817024009241479
75,66,51,49,25,26,32,51,nan,7.3003324588089491,25.896459039621931,12.862369354207415,4.1481169353332445,3.5557276151414468,15.655460992689219,4.2516749045104421,3.70621995113168,15.752602113156302,5.5729104351104191,4.8357719561767096,14.048832029964844,5.0679737970321916,4.3800455627467514
84,65,50,50,27,27,32,45,nan,7.2912650866932287,25.922890407065761,12.866701597134902,4.1373254563911264,3.5466233686784916,15.66981639087642,4.2407520239528544,3.6969898557026766,15.77675619088892,5.5443670678382224,4.811647822821608,14.065309617914336,5.0735199305872998,4.3852541538934178
98,61,48,48,26,27,31,46,nan,7.2921985267176828,25.94048591959476,12.867242262805645,4.1333735413030332,3.5432256693964472,15.679607359290269,4.2258235845692003,3.6842852290595642,15.777108642991299,5.5228990994537766,4.7930948105096292,14.119226073381521,5.0470966675322346,4.3634552502154467
94,53,42,37,24,26,29,46,nan,7.3434340082873968,26.007924685823195,12.866588485245041,4.1320740509696261,3.5422448784930269,15.700597035817879,4.2183780857200839,3.6781349991134946,15.780717016991263,5.4976761464216457,4.7712538818479882,14.141041751451601,5.0292516941998153,4.3484715030394518
92,51,36,29,25,24,31,47,nan,7.3567142012240199,26.034419903994909,12.864884963439401,4.1300528108585999,3.5404503671816396,15.710266948460747,4.2027566131719762,3.6647320300789819,15.785519757245204,5.4840187605120736,4.7595130633197744,14.206073230239266,4.9524217241407245,4.2834055294644475
94,46,32,29,26,24,29,45,nan,7.4245267423038861,26.047097049348597,12.868319716376186,4.1230216139524343,3.5345065208966746,15.713225906478186,4.1901235013828106,3.6536775400477173,15.767439075480617,5.4320335868268561,4.7141660981513018,14.244068570531073,4.8828518202927356,4.2240699569507862
87,49,35,28,25,26,31,47,nan,7.431500620750259,26.111528243284791,12.866082504473971,4.1248455852041044,3.5359944274730934,15.715107906115003,4.1749082463209035,3.6405220231596735,15.762850079175594,5.4061966957266891,4.6917433672901101,14.233928664561043,4.8678932817757996,4.2108970584341536
69,61,39,30,29,27,32,44,nan,7.4632094526628832,26.182538666601957,12.866134048087464,4.1253259834256228,3.5364430469261756,15.712652075863184,4.1544868362387843,3.6226289045916249,15.761770318562306,5.4047736775927326,4.6905288454147955,14.230088026938608,4.8429800287266787,4.1894107868816786
69,59,42,32,29,26,31,41,nan,7.4489515017049133,26.217681247987336,12.865800788373569,4.1240285671585735,3.5352592249144474,15.709621667834915,4.1418562738363294,3.6115683647795591,15.761969815706077,5.4003601671983388,4.6866129630034905,14.25799437452288,4.8038708981078386,4.1561344073882571
75,67,40,30,28,25,30,42,nan,7.4394095191313099,26.239627022749779,12.864143728138853,4.1206730473256314,3.5324117344408523,15.709606406145658,4.1414955066026318,3.611279616213555,15.76291495728168,5.3999356440041595,4.6862514406045133,14.271376980590107,4.7809905815579832,4.1367256173593594
79,73,45,35,27,26,35,43,nan,7.4191090693679955,26.245231503038521,12.861000057203846,4.1160121396990892,3.5283447201814844,15.716101240436355,4.129777719103978,3.6011734357640157,15.764458155185752,5.3992711295038669,4.6856999003182418,14.282814122931732,4.772979404783861,4.1300527718103801
81,71,43,35,27,24,33,45,nan,7.4068687075964865,26.255519312503349,12.85953465185708,4.112651010212967,3.5255208616618834,15.716401500828621,4.1302764690287042,3.6015416425816529,15.764842960094541,5.3994810999756888,4.6859017326259691,14.290036900412336,4.7617586897257267,4.1206673462358818
