
580,90,76,97,272,255,289,289
220,87,77,97,271,254,290,288
220,88,75,95,270,254,290,288
220,87,77,97,271,253,289,288
219,87,75,96,271,253,290,288
219,88,76,96,271,253,289,288
220,86,76,97,271,253,288,288
219,87,76,96,271,253,289,287
218,85,75,97,272,253,290,289
219,87,76,96,271,254,289,289
217,85,76,96,271,254,289,290
219,87,75,95,270,254,289,288
219,87,76,96,270,253,290,289
219,86,75,95,271,254,290,290
219,87,76,96,271,254,290,289
220,87,75,96,269,253,289,289
220,87,76,96,270,253,289,289
220,88,76,97,269,253,289,289
221,88,75,95,270,254,290,289
221,88,76,96,269,253,289,290
222,88,76,95,270,254,290,289
220,87,76,97,270,254,290,290
220,88,76,96,270,254,289,290
220,87,76,95,269,254,289,289
220,87,75,96,269,255,290,289
221,88,76,96,269,253,289,289
220,86,76,97,269,254,290,290
223,88,75,96,269,255,290,291
222,88,76,96,268,253,291,290
224,88,75,96,268,254,290,291
223,87,76,95,268,253,291,290
223,88,75,96,267,253,289,289
223,88,76,96,268,253,291,290
224,87,75,98,269,255,291,289
223,88,76,96,269,254,290,289
224,88,76,98,268,254,291,289
224,88,75,95,267,254,292,291
224,88,76,97,269,254,291,290
223,87,75,96,269,254,291,289
223,87,76,95,268,254,291,290
224,88,75,96,268,254,291,291
224,88,76,96,269,254,291,291
223,87,75,96,268,254,291,290
224,88,76,96,270,254,290,289
221,87,76,96,271,254,290,288
219,88,76,97,272,253,288,286
216,87,77,98,275,251,286,282
207,88,77,97,279,253,288,282
200,87,78,98,282,254,288,282
193,86,78,99,283,254,286,280
193,86,78,99,286,255,285,279
193,85,78,99,286,254,284,280
195,85,78,98,285,254,286,279
201,83,78,97,283,253,286,280
220,84,77,95,280,252,282,281
228,84,78,96,280,250,282,282
232,84,78,96,278,251,280,284
240,84,77,97,276,251,278,288
246,84,77,96,274,251,276,288
249,85,78,96,272,252,275,290
250,86,78,97,273,252,276,292
251,86,78,95,272,251,279,297
247,85,77,95,272,254,280,297
246,85,78,93,270,254,280,296
244,85,77,93,271,253,280,298
236,85,78,93,274,254,282,296
212,86,77,92,275,256,285,288
216,86,77,92,271,257,288,288
218,86,77,92,270,257,288,288
216,85,78,92,274,255,289,290
212,86,77,93,277,256,289,290
214,85,78,93,276,255,288,290
213,85,78,94,278,255,288,287
214,84,78,94,281,254,288,290
213,85,77,95,284,254,287,288
215,86,78,94,283,257,288,288
219,86,77,95,283,257,288,286
219,85,77,95,281,256,287,286
224,86,78,95,283,257,287,286
224,86,78,96,283,257,289,285
226,86,78,95,282,257,287,284
226,86,78,96,281,257,288,284
222,86,78,95,282,256,287,284
219,85,77,95,282,256,287,283
213,86,78,96,284,256,286,282
205,85,77,97,285,255,287,283
194,85,79,99,288,254,287,283
182,86,79,100,291,253,286,286
175,86,79,100,290,255,287,285
176,84,80,102,288,256,287,287
178,86,79,102,287,255,287,287
187,86,80,102,285,255,287,289
202,87,81,104,282,254,285,287
205,89,82,104,283,253,285,286
207,90,82,103,286,253,283,285
204,90,83,106,285,253,282,285
205,89,83,105,288,251,282,288
211,88,82,103,288,251,282,286
224,88,81,101,285,253,281,285
231,85,79,100,285,253,282,285
234,86,78,98,283,254,282,285
242,85,78,96,281,252,282,283
240,85,78,96,278,252,281,284
238,84,77,96,277,254,281,284
238,84,78,94,276,253,282,283
239,85,78,93,274,252,281,284
243,84,78,94,274,252,278,288
244,86,77,94,273,253,278,291
247,86,76,95,276,253,276,294
249,86,78,94,276,253,276,295
250,85,78,95,277,254,275,295
251,86,77,94,277,253,274,295
254,86,78,94,276,253,275,295
254,85,77,94,273,254,277,298
253,86,77,94,272,254,278,299
250,84,76,94,270,254,279,297
247,85,77,93,268,253,280,301
244,84,76,93,270,252,278,301
245,86,77,94,272,252,279,301
254,84,78,93,273,251,276,301
252,85,77,93,274,251,276,306
254,84,78,94,273,251,277,308
248,84,76,94,272,252,281,307
